Datetime,Prob_Pos_finbert,Prob_Neu_finbert,Prob_Neg_finbert,Prob_Pos_roberta,Prob_Neu_roberta,Prob_Neg_roberta,Prob_Pos_distilbert,Prob_Neu_distilbert,Prob_Neg_distilbert
2025-07-07 02:44:31+00:00,0.9992328882217408,3.568488318705931e-05,0.0007314755930565,0.0504305474460125,0.4596391916275024,0.4899302423000335,0.000862717628479,0.0,0.999137282371521
2025-07-07 07:15:00+00:00,5.4704738516875295e-08,0.9999998807907104,1.3831716216827772e-07,0.8207075595855713,0.1740206182003021,0.0052718133665621,0.0098486542701721,0.0,0.990151345729828
2025-07-07 10:41:00+00:00,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676
2025-07-07 14:34:44+00:00,5.598990355792921e-06,0.999994158744812,1.8298375437098002e-07,0.1432719528675079,0.5296936631202698,0.3270343244075775,0.109051764011383,0.0,0.8909482359886169
2025-07-07 16:11:42+00:00,0.9999998807907104,4.8471534341842926e-08,3.9300342535852906e-08,0.0105874184519052,0.2106012552976608,0.7788112759590149,0.0005149841308593,0.0,0.9994850158691406
2025-07-08 00:05:00+00:00,0.9999995231628418,3.0549605867236096e-07,1.2243400249190017e-07,0.0606539361178875,0.3859824538230896,0.5533636808395386,0.003640592098236,0.0,0.996359407901764
2025-07-08 07:06:00+00:00,0.9999990463256836,3.8943764479881793e-07,5.416875410446664e-07,0.0474960952997207,0.5150676369667053,0.4374363422393799,0.4313586354255676,0.0,0.5686413645744324
2025-07-08 10:31:31+00:00,0.9999996423721312,2.280783490959948e-07,1.1543632183474985e-07,0.0367140211164951,0.3353502452373504,0.6279357671737671,0.0031269192695617,0.0,0.9968730807304382
2025-07-08 15:00:00+00:00,3.310506713205541e-08,0.9999998807907104,1.7019711151533556e-07,0.6889031529426575,0.3069919049739837,0.0041049090214073,0.9923845529556274,0.0,0.0076154470443725
2025-07-08 15:35:40+00:00,3.5329470904343914e-08,1.0,2.6746175052494436e-08,0.7081291675567627,0.2857216596603393,0.0061491825617849,0.9937000274658204,0.0,0.0062999725341796
2025-07-08 21:19:31+00:00,3.496363643051836e-09,1.0,1.330648813357982e-09,0.9103212952613832,0.0885520875453949,0.0011266230139881,0.9993268251419068,0.0,0.0006731748580932
2025-07-08 22:30:14+00:00,0.9999991655349731,7.809546218595642e-07,4.6352862881349224e-08,0.0478650294244289,0.3562569320201874,0.595878005027771,0.0015422105789184,0.0,0.9984577894210817
2025-07-09 03:43:25+00:00,0.9997239708900452,0.0001930630824062,8.296020678244531e-05,0.0149244358763098,0.2549077272415161,0.730167806148529,0.0129594206809997,0.0,0.9870405793190002
2025-07-09 06:55:00+00:00,2.904907869805129e-09,1.0,9.35232447041301e-10,0.6795519590377808,0.3121862411499023,0.0082618221640586,0.0050812363624572,0.0,0.9949187636375428
2025-07-09 08:59:00+00:00,9.82106757874135e-06,0.9996484518051147,0.0003418123815208,0.4799454808235168,0.5098032355308533,0.0102513246238231,0.9065327644348145,0.0,0.0934672355651855
2025-07-09 10:05:00+00:00,0.9999985694885254,1.304204033658607e-06,9.722852922777748e-08,0.0074246139265596,0.1267127692699432,0.8658625483512878,0.0003119707107543,0.0,0.9996880292892456
2025-07-09 13:02:00+00:00,0.0005260924808681,0.9992806315422058,0.0001933145540533,0.7406729459762573,0.2546267509460449,0.0047002420760691,0.0294651985168457,0.0,0.9705348014831544
2025-07-09 14:53:00+00:00,2.413931952105486e-07,0.9999929666519164,6.794220553274499e-06,0.486990362405777,0.5065115690231323,0.0064979926683008,0.0007933974266052,0.0,0.9992066025733948
2025-07-09 16:24:34+00:00,1.8559212833224592e-08,1.0,8.257196704164471e-09,0.844314455986023,0.1517602801322937,0.0039252154529094,0.98857444524765,0.0,0.0114255547523498
2025-07-10 07:06:00+00:00,4.142068021906198e-09,1.0,3.0978546394777595e-09,0.8445804119110107,0.1499343067407608,0.0054853642359375,0.9886558055877686,0.0,0.0113441944122314
2025-07-10 07:22:00+00:00,1.5059716806931074e-09,1.0,9.164177749987346e-10,0.9039046168327332,0.0931761488318443,0.0029192257206887,0.9996278285980223,0.0,0.0003721714019775
2025-07-10 10:07:00+00:00,3.404268682061229e-06,0.0001277807896258,0.9998687505722046,0.6651231050491333,0.3266255259513855,0.0082513326779007,0.4364591240882873,0.0,0.5635408759117126
2025-07-10 10:15:00+00:00,0.035403337329626,0.9645853638648988,1.1366669241397176e-05,0.5136128067970276,0.4183593988418579,0.0680278614163398,0.1505173444747924,0.0,0.8494826555252075
2025-07-10 10:32:00+00:00,0.0056467889808118,0.9899881482124328,0.004364994354546,0.1670520007610321,0.5336505174636841,0.2992974519729614,0.906352698802948,0.0,0.093647301197052
2025-07-10 13:00:00+00:00,0.9999942779541016,4.2814067455765326e-06,1.4834321291345989e-06,0.0412260815501213,0.4846990406513214,0.4740747809410095,0.0007300972938537,0.0,0.9992699027061462
2025-07-10 15:05:00+00:00,0.9999988079071044,5.732577506023517e-07,6.580033868885948e-07,0.0194273348897695,0.3096956610679626,0.6708770990371704,0.0061838626861572,0.0,0.9938161373138428
2025-07-11 13:29:00+00:00,0.938557267189026,0.0470270961523056,0.0144156673923134,0.2661100625991821,0.6181877851486206,0.1157021149992942,0.0358110070228576,0.0,0.9641889929771424
2025-07-12 07:06:00+00:00,0.9999997615814208,1.0987061216383155e-07,1.1286907408702973e-07,0.0133737185969948,0.1354189813137054,0.8512073755264282,0.0007351040840148,0.0,0.9992648959159852
2025-07-12 08:33:00+00:00,1.977625743165845e-06,0.9999934434890748,4.592013738147216e-06,0.9218642711639404,0.0748912990093231,0.0032444030512124,0.0842019915580749,0.0,0.915798008441925
2025-07-12 09:04:00+00:00,7.01046261042393e-08,0.9998923540115356,0.0001075194013537,0.8065034747123718,0.190664455294609,0.0028320814017206,0.994616448879242,0.0,0.005383551120758
2025-07-12 14:05:00+00:00,2.3330803742283024e-05,0.8735193610191345,0.1264573484659195,0.8341749906539917,0.1645900756120681,0.0012349257012829,0.998784363269806,0.0,0.001215636730194
2025-07-12 16:37:00+00:00,6.735525204248917e-08,0.9999997615814208,1.977993804302969e-07,0.8312188386917114,0.1663954854011535,0.002385702682659,0.9561616778373718,0.0,0.0438383221626281
2025-07-13 08:30:00+00:00,0.9866472482681274,0.013347559608519077,5.148116542841308e-06,0.21020451188087463,0.5536819696426392,0.23611348867416382,0.7316753268241882,0.0,0.26832467317581177
2025-07-14 05:52:42+00:00,1.6896236047614366e-05,0.0002434707130305469,0.9997395873069763,0.4884035885334015,0.5009408593177795,0.010655544698238373,0.012984752655029297,0.0,0.9870152473449707
2025-07-14 14:00:00+00:00,0.9998229146003723,8.498333772877231e-05,9.207969560520723e-05,0.022441795095801353,0.36059537529945374,0.6169627904891968,0.0017572641372680664,0.0,0.9982427358627319
2025-07-14 16:27:00+00:00,9.166326364606903e-09,0.9999994039535522,5.793370974060963e-07,0.7202286124229431,0.27297675609588623,0.0067946529015898705,0.012124836444854736,0.0,0.9878751635551453
2025-07-14 16:36:46+00:00,8.676738048052357e-07,0.9999980926513672,1.0042793974207598e-06,0.9001625180244446,0.09732658416032791,0.0025109066627919674,0.9996365308761597,0.0,0.00036346912384033203
2025-07-14 18:18:00+00:00,1.6956688853042579e-07,5.004997305491088e-08,0.9999998807907104,0.080077163875103,0.9107608199119568,0.009161971509456635,0.9933899641036987,0.0,0.0066100358963012695
